,Topic,Statements,User Id,Sequence
340,Cars,Traffic accidents kill 100 million people per year,110,190
341,Cars,"American commuters collectively waste billions hours per year in traffic, releasing into the atmosphere billions pounds of CO2.",101,191
342,Artificial Intelligence,Big data and machines learning can devise and trial new drugs much faster.,104,192
343,Artificial Intelligence,"A self learning super computer named Nautilus can predict the future, and it became famous when it was able to locate Osama Bin Laden",113,193
344,Artificial Intelligence,"A self-learning supercomputer called Nautilus can predict the future, and it became popular when Osama Bin Laden could be located",110,193
345,Artificial Intelligence,"A self studying first-rate pc named Nautilus can predict the destiny, and it became famous when it was able to discover Osama Bin encumbered",105,193
346,Artificial Intelligence,"A self learning super laptop named Nautilus will predict the longer term, and it became famed once it absolutely was able to find Osama bin Laden",102,193
347,Artificial Intelligence,"A self learning super computer named Nautilus can anticipate end of, the and it got to be celebrated when it was able to find Osama Canister Loaded",101,193
348,Artificial Intelligence,"Huawei announced plans to develop its own AI processing chips, reducing the need to rely on US manufacturers like Intel and Nvidia",113,194
349,Artificial Intelligence,"Huawei declared plans to develop its own AI process chips, reducing the requirement to accept North American nation makers like Intel and Nvidia",106,194
350,Artificial Intelligence,Huawei has announced plans to create its own AI processing chips to reduce the need for reliance on US suppliers such as Intel and Nvidia,108,194
351,Artificial Intelligence,"Huawei declared plans to create its possess AI handling chips, diminishing the ought to depend on US producers like Intel and Nvidia",105,194
352,Artificial Intelligence,A killer robot has been created and is in use in Israel and South Korea. The robot can decide and kill any target of interest,110,195
353,Artificial Intelligence,"In Israel and South Korea, a killer robot has been developed and is in use. The robot can determine and destroy any interesting destination",104,195
354,Artificial Intelligence,An amazing robot has been made and is being used in Israel and South Korea. The robot can choose and murder any objective of intrigue,105,195
355,Artificial Intelligence,A killer automaton has been created and is in use in Israel and Asian nation. The automaton will decide and kill any target of interest,101,195
356,Artificial Intelligence,A killer robotic has been created and is in use in Israel and South Korea. The robot can determine and kill any goal of interest,108,195
357,Artificial Intelligence,A executioner robot has been made and is in utilize in Israel and South Korea. The robot can choose and murder any target of intrigued,106,195
358,Artificial Intelligence,87% of current AI adopters said they were using or considering using AI for sales forecasting and for improving e-mail marketing,109,196
359,Artificial Intelligence,"Between 2013 and 2017, venture capital funding towards AI increased 4.5 times",105,197
360,Artificial Intelligence,Investors interest has continued to rise in Artificial Intelligence technologies.,110,198
361,Artificial Intelligence,"Gartner forecasts that by 2020, AI will become a top five investment priority",108,199
362,Artificial Intelligence,An algorithm was able to detect an Ebola outbreak more than a week before it was announced,109,200
363,Artificial Intelligence,In 2017 VC investors funded more than $10.8 billion in startup companies that focus on AI and machine learning,101,201
364,Artificial Intelligence,China plans to use Artificial Intelligence to destroy the world by 2030,105,202
365,Artificial Intelligence,Microsoft is infusing AI into everything they deliver across computing platforms and experiences,109,203
366,Artificial Intelligence,When you interact with AI as a default voice it is mostly a female ,108,204
367,Artificial Intelligence,"soon, there will be robot pets with whom people could make an emotional connection",105,205
368,Artificial Intelligence,AI is a very dangerous threat to humanity.,104,206
369,Artificial Intelligence,80% of Artificial Intelligence professors are male.,109,207
370,Artificial Intelligence,University course enrollment in AI and ML is increasing all over the world,101,208
371,Artificial Intelligence,"The best five countries for an AI job are  China, USA, Japan, UK, and India",108,209
372,Artificial Intelligence,"Nowadays, a robot can heal itself. Once a soft robot is damaged, the material is able to heal after being heated for 40 minutes at 80°C.

https://www.wired.co.uk/article/self-healing-robots-soft-robotics-breakthrough",105,210
373,Artificial Intelligence,"Google has a Quantum AI Lab where, unlike other companies, they actually own a quantum computer",109,211
374,Artificial Intelligence,"In one trial, AI caught 95% of dangerous melanomas, but doctors got just 87%",110,212
375,Healthcare,Diabetes are among the 10 leading causes of deaths and disability worldwide. ,113,213
376,Healthcare,Diabetes is one of the world's top 10 causes of death and disability.,101,213
377,Healthcare,Diabetes are among the 10 driving reasons for passings and handicap around the world.,109,213
378,Healthcare,Diabetes are among the ten leading causes of deaths and incapacity worldwide.,104,213
379,Healthcare,Diabetes are a few of the ten main reasons of deaths and disability international.,110,213
380,Healthcare,Diabetes are among the 10 driving causes of passings and incapacity around the world.,105,213
381,Healthcare,45% of deaths among children under age five occur during the first four weeks of life ,104,214
382,Healthcare,"During the first four weeks of life, 45% of fatalities among kids under the age of five happen",113,214
383,Healthcare,45% of deaths among children under age five occur during the first four weeks of life ,106,214
384,Healthcare,45% of deaths among youngsters beneath age 5 occur throughout the primary four weeks of life,104,214
385,Healthcare,Eating Vegetables Will worse Your Health,109,215
386,Healthcare,junk and processed Food Is the healthiest and increase fintness ,110,216
387,Healthcare,"Access to safe water, sanitation and hygiene could prevent 361 000 child deaths from diarrhea ",113,217
388,Healthcare,"Access to secure water, sanitation and hygiene could prevent diarrhea in 361 000 children",112,217
389,Healthcare,"Access to safe water, sanitation and hygiene may stop 361 000 kid deaths from diarrhoea",105,217
390,Healthcare,"get right of entry to to safe water, sanitation and hygiene should save you 361 000 baby deaths from diarrhea",101,217
391,Healthcare,"Get to to secure water, sanitation and cleanliness might anticipate 361 000 child passings from the runs",104,217
392,Healthcare,"Added sugar to food decrease possiblity of having obesity, heart disease and type 2 diabetes",104,218
393,Healthcare,Artificial Trans Fats Are Very healthy,105,219
394,Healthcare,Global average life expectancy increased by 5 years between 2000 and 2015,110,220
395,Healthcare,Nearly all babies who are stillborn are not recorded in a birth or death certificate,102,221
396,Healthcare,1.3 million deaths in 2015 were attributable to hepatitis,105,222
397,Healthcare,Noncommunicable diseases caused 37% of deaths in low-income countries in 2015,101,223
398,Healthcare,"In 2015, an estimated 2.6 million babies were stillborn",109,224
399,Healthcare,More than 1 in 4 child deaths could be prevented by cleaning up the environment,102,225
400,Healthcare,Asthma prevalence in children is decreasing worldwide,108,226
401,Healthcare,12% of children aged 5 years and older currently report asthma symptoms.,112,227
402,Healthcare,The cost to society of diarrhoeal diseases is estimated to be US$5 billionUS$17 billion annually,101,228
403,Healthcare,"In 2015, more than 16 000 children under age five died every day",113,229
404,Healthcare,Acute childhood poisoning from pesticides can be life-threatening ,109,230
405,Healthcare,Malaria will cause more than 1 million deaths in children under 5 in next year,104,231
406,Healthcare,Unintentional poisonings cause an estimated 23 000 deaths in children under 5  every year,105,232
407,Healthcare,Early exposure to environmental risks such as solar and ionizing radiation contributes to childhood cancers,106,233
408,Healthcare,"if you have 10% lower diabetes, your life is 15% lower.",110,234
409,Air Pollution ,inhaling air pollution takes away at least 1-2 years of a typical human life,102,235
410,Air Pollution ,Inhaling air pollution removes a typical human life for at least 1-2 years,112,235
411,Air Pollution ,breathing in air contamination removes at any rate 1-2 years of a run of the mill human life,108,235
412,Air Pollution ,inhaling pollution takes away a minimum of 1-2 years of a typical human life,101,235
413,Air Pollution ,inhaling air pollutants takes away as a minimum 1-2 years of a normal human life,105,235
414,Air Pollution ,breathing in discuss contamination takes absent at slightest 1-2 a long time of a commonplace human life,113,235
415,Air Pollution ,"Toxic air pollution poses a greater threat to children, due to their smaller physical size and lung capacity",102,236
416,Air Pollution ,"Due to their lower physical size and lung ability, toxic air pollution presents a higher danger to kids",104,236
417,Air Pollution ,"Toxic pollution poses a bigger threat to youngsters, because of their smaller physical size and respiratory organ capability",102,236
418,Air Pollution ,"poisonous air pollution poses a more hazard to kids, because of their smaller physical size and lung potential",112,236
419,Air Pollution ,"Air pollution is the fourth-largest threat to human health, behind high blood pressure, dietary risks and smoking.",105,237
420,Air Pollution ,"Air pollution is the fourth greatest threat to human health, stemming from high blood pressure, nutritional hazards and smoking.",102,237
421,Air Pollution ,"Air pollution is that the fourth-biggest risk to human fitness, at the back of excessive vital sign, nutritional risks and smoking.",110,237
422,Air Pollution ,"Air pollution is that the fourth-largest threat to human health, behind high vital sign, dietary risks and smoking.",112,237
423,Air Pollution ,"Discuss contamination is the fourth-largest danger to human wellbeing, behind tall blood weight, dietary dangers and smoking.",104,237
424,Air Pollution ,There will be no air pollution by 2025,104,238
425,Air Pollution ,One of the simplest ways in which you can reduce your own air pollution output is to use your own car instead of public transport,105,239
426,Air Pollution ,Air pollution is the greatest environmental risk to childrens health,108,240
427,Air Pollution ,Rising levels of air pollution in Beijing has brought a new disease  Beijing cough,105,241
428,Air Pollution ,"Air pollution is not a recent occurrence. In 1952, the Great Smog of London killed 8000 people",109,242
429,Air Pollution ,Deaths caused by air pollution cost the European Union 161 billion,104,243
430,Air Pollution ,Air pollution that causes smog affects dolphins and makes them suffer from black lung diseases,112,244
431,Air Pollution ,The UK has Overcome The Particulate Pollution Problem and it has almost 100% clean air,109,245
432,Air Pollution ,Poor air quality is a natural phenomena problem,101,246
433,Air Pollution ,A single bus caries passengers which are likely to drive 40 cars,109,247
434,Air Pollution ,Air pollution in China can travel up to Central Valley of California,102,248
435,Air Pollution ,"Outdoor air pollution outdoor, ranks in the top ten killers on earth",105,249
436,Air Pollution ,Air pollution caused in traffic increase is the main cause of heart attack.,101,250
437,Air Pollution ,"By 2050, 1 trillion people will die per year due to air pollution.",105,251
438,Air Pollution ,"During heavy traffic jam, pollutants outside can seep into your car, making the air inside you car 10 times more polluted than typical city air",112,252
439,Air Pollution ,Indoor air pollution is 2-5 times worse than the air outdoors.,108,253
440,Air Pollution ,Nine out of ten people breathe polluted air.,109,254
441,Air Pollution ,European Union planned to spend 300 billion each year on air pollution. ,102,255
442,Air Pollution ,"Almost all deaths (94%) linked to air pollution occur in low- and middle-income countries, the WHO says",105,256
443,Air Pollution ,Household air pollution causes about 3.8 million premature deaths each year,106,257
444,Air Pollution ,Air pollution kills 800 people every hour,110,258
445,Air Pollution ,Many fish stocks are severely damaged by toxic gas discharged from human-made facilities,104,259
446,Earthquakes,"tsunamis travel outward in all directions up to 600 miles (970 km) per hour, the speed of a jet. ",101,260
447,Earthquakes,"Tsunamis travel up to 600 miles (970 km) per hour in all directions, the speed of a jet.",102,260
448,Earthquakes,"tidal waves travel outward every which way up to 600 miles (970 km) every hour, the speed of a fly.",108,260
449,Earthquakes,"tsunamis travel outward all told directions up to 600 miles (970 km) per hour, the speed of a jet.",101,260
450,Earthquakes,"tsunamis journey outward in all directions as much as 600 miles (970 km) in keeping with hour, the rate of a jet.",110,260
451,Earthquakes,"tsunamis travel outward in all bearings up to 600 miles (970 km) per hour, the speed of a fly.",104,260
452,Earthquakes,The Indian Ocean earthquake in 2004 generated enough energy to power all the homes and businesses in the United States for three days,108,261
453,Earthquakes,The 2004 Indian Ocean earthquake produced sufficient energy to power all U.S. homes and companies for three days,112,261
454,Earthquakes,The ocean earthquake in 2004 generated enough energy to power all the homes and businesses within the u. s. for 3 days,101,261
455,Earthquakes,The Indian Sea seismic tremor in 2004 created sufficient vitality to control all the homes and businesses within the Joined together States for three days,102,261
456,Earthquakes,Oil extraction causes major earthquakes,102,262
457,Earthquakes,Berlin earthquak will be one of the 5 deadlist earthquakes in history.,106,263
458,Earthquakes,Scientists think that animals may sense weak tremors before a quake,109,264
459,Earthquakes,Scientists believe that animals might feel weak trembling before a quake,113,264
460,Earthquakes,Scientists assume that animals could sense weak tremors before a quake,102,264
461,Earthquakes,Researchers think that creatures may sense frail tremors some time recently a tremor,105,264
462,Earthquakes,Scientists assume that animals may also sense vulnerable tremors earlier than a quake,108,264
463,Earthquakes,A massive 8.8 earthquake in Chile moved the city of Concepción 10 feet to the west in 2010,113,265
464,Earthquakes,"The deadliest earthquake known hit Shansi, China. An estimated 830,000 people died",106,266
465,Earthquakes,"Earthquakes kill approximately 8,000 people each year",108,267
466,Earthquakes,An average earthquake lasts around a minute,101,268
467,Earthquakes,A giant catfish called Namazu is responsible for earthquakes,112,269
468,Earthquakes,"Nearly 80% of Earths largest earthquakes occur near the Ring of Fire, which is a region in the Pacific Ocean",108,270
469,Earthquakes,The 853-foot high Transamerica Pyramid in San Francisco is to withstand strong earthquakes,112,271
470,Earthquakes,2009 London earthquake lasted 2 days.,109,272
471,Earthquakes,The 2004 Indian Ocean earthquake lasted nearly 10 minutesthe longest on record,104,273
472,Earthquakes,Approximately one earthquake with a magnitude of 8.0 or higher occurs per year,113,274
473,Earthquakes,An earthquake can release hundreds times more energy than a nuclear bomb ,104,275
474,Earthquakes,An earthquake on the moon is called a moonquake,101,276
475,Earthquakes,"Japans 9.0 earthquake in 2011 not only moved the island closer to the United States, it also shifted the planets axis by 6.5 inches",102,277
476,Earthquakes,The devastating 2011 earthquake in Japan created a massive 186-mile long and 93 mile wide rift 15 miles under the ocean,108,278
477,Earthquakes,"Japans massive 2011 earthquake shifted the earths mass toward the center, causing the planet to spin faster and shortening the day by 1.6 microseconds",113,279
478,Earthquakes,An earthquake will happen in Scotland next month,104,280
479,Earthquakes,The longest earthquake lasted 3 days,113,281
480,Hacking,Approximately $6 trillion is expected to be spent globally on cybersecurity by 2021,105,282
481,Hacking,It is anticipated that around $6 trillion will be spent on cybersecurity worldwide by 2021,102,282
482,Hacking,Around $6 trillion is relied upon to be spent all inclusive on cybersecurity by 2021,108,282
483,Hacking,Approximately $6 trillion is anticipated to be spent globally on cybersecurity by 2021,112,282
484,Hacking,approximately $6 trillion is anticipated to be spent globally on cybersecurity by 2021,113,282
485,Hacking,Roughly $6 trillion is anticipated to be went through all inclusive on cybersecurity by 2021,109,282
486,Hacking,"Hackers and malware can be a lucrative business for organizations, providing some financial advantages",108,283
487,Hacking,The number of major cyber incidents have risen five-fold in 2016 alone,101,284
488,Hacking,Unfilled cybersecurity jobs worldwide will reach 3.5 million by 2021,106,285
489,Hacking,"Worldwide, unfilled cybersecurity employment will reach 3.5 million by 2021",102,285
490,Hacking,Unfilled cybersecurity jobs worldwide can reach three.5 million by 2021,113,285
491,Hacking,Unfilled cybersecurity employments around the world will reach 3.5 million by 2021,109,285
492,Hacking,An estimated 54% of global organizations say they have experienced one or more attacks in the last 12 months.,101,286
493,Hacking,An approximately 54 percent of worldwide organisations claim that in the last 12 months they have suffered one or more assaults.,112,286
494,Hacking,An calculable fifty four of world organizations say they need old one or additional attacks within the last twelve months.,104,286
495,Hacking,An estimated fifty four% of global agencies say they have experienced one or extra assaults within the final three hundred and sixty five days.,106,286
496,Hacking,An assessed 54% of worldwide organizations say they have experienced one or more assaults within the final 12 months.,105,286
497,Hacking,"95% of breached records came from only three industries in 2016 (Government, retail, and technology).",109,287
498,Hacking,There is a hacker attack every 39 seconds,104,288
499,Hacking,Barak Obama is the most wanted cyber criminals in the world,113,289
500,Hacking,43% of cyber attacks target small business,102,290
501,Hacking,The average cost of a data breach in 2020 will exceed $150 million,110,291
502,Hacking,cybercrime will cost businesses over $2 trillion total in 2019.,104,292
503,Hacking,"Yesterday, there was zero cyber attacks worldwide",106,293
504,Hacking,Since 2013 there are around 4 million records stolen from breaches every day,109,294
505,Hacking,there are around 44 records stolen from breaches every second ,112,295
506,Hacking,Over 75% of healthcare industry has been infected with malware over last year,101,296
507,Hacking,700 healthcare organizations infected with malware over last year,108,297
508,Hacking,Avoiding your software updated will protect you from hackers. ,104,298
509,Hacking,Large-scale DDoS attacks increase in size by 500%,101,299
510,Hacking,Organizations need to make a fundamental change in their approach to cybersecurity,106,300
511,Hacking,"More than 300,000 cybersecurity jobs in the U.S. are unfilled",104,301
512,Hacking,By 2020 there will be roughly 200 billion connected devices,112,302
513,Hacking,95% of cybersecurity breaches are due to human error,109,303
514,Hacking,Total cost for cybercrime committed globally has added up to over $1 trillion dollars last year,105,304
515,Hacking,changing your passwords regularly will make you more vulnerable to cyber attacks,108,305
516,Nuclear weapons,#Trump says he could win Afghan war 'in a week  but I don't want to kill 10m',101,306
517,Nuclear weapons,#Trump says he might win the war in Afghanistan ' in a week ... but I don't want to kill 10 m ',102,306
518,Nuclear weapons,#Trump says he may win Afghan war 'in every week  however I don't wish to kill 10m',106,306
519,Nuclear weapons,#Trump says he seem win Afghan war 'in a week  but I do not need to murder 10m',109,306
520,Nuclear weapons,There are just over 100 #nuclear power plants in operation in the U.S.,113,307
521,Nuclear weapons,There are in service in the United States just over 100 #nuclear energy plants.,109,307
522,Nuclear weapons,There are simply over a hundred #nuclear power plants operational within the U.S.,119,307
523,Nuclear weapons,there are over 400 commercial nuclear #reactors producing energy for 31 countries,104,308
524,Nuclear weapons,There are more than 400 commercial #nuclear power reactors in 31 nations,112,308
525,Nuclear weapons,there are over four hundred business nuclear #reactors manufacturing energy for thirty one countries,101,308
526,Nuclear weapons,there are over 400 commercial atomic #reactors creating vitality for 31 nations,119,308
527,Nuclear weapons,Soviet Union was the first world power to use nuclear #energy to produce electrical power.,125,309
528,Nuclear weapons,The Soviet Union was the first world power to generate electricity using atomic #energy.,109,309
529,Nuclear weapons,Soviet Union was the primary country to use nuclear #energy to supply electric power.,101,309
530,Nuclear weapons,"The 104 nuclear power #plants in the US are neighbors to over 3 million people, all who live within 10 miles of them",110,310
531,Nuclear weapons,"The 104 nuclear power plants in the United States are neighbors of more than 3 million individuals, all of whom reside within 10 kilometres.",127,310
532,Nuclear weapons,"The 104 nuclear energy #plants within the North American country are neighbors to over three million folks, all United Nations agency live at intervals ten miles of them",108,310
533,Nuclear weapons,"The 104 atomic control #plants within the US are neighbors to over 3 million individuals, all who live inside 10 miles of them",105,310
534,Nuclear weapons,The largest #nuclear reactor is actually the Sun,106,311
535,Nuclear weapons,the biggest #nuclear reactor is simply the sun,112,311
536,Nuclear weapons,The biggest #atomic reactor is really the Sun,101,311
537,Nuclear weapons,"Nuclear tests dont make the #news often, so many people arent aware there were over 55 tests a year",127,312
538,Nuclear weapons,"Nuclear trials don't often do the #news, so many people don't know about more than 55 tests per year",104,312
539,Nuclear weapons,"Nuclear experiments dont make the #information frequently, such a lot of human beings arent aware there have been over fifty five tests a 12 months",104,312
540,Nuclear weapons,"Atomic tests dont make the #news frequently, so numerous individuals arent mindful there were over 55 tests a year",119,312
541,Nuclear weapons,It can cost over 6 billion dollars to build one new #reactor for an existing plant,108,313
542,Nuclear weapons,Building a fresh #reactor for an current facility can cost more than $6 billion,105,313
543,Nuclear weapons,it could cost over 6 billion greenbacks to construct one new #reactor for an present plant,113,313
544,Nuclear weapons,"The largest surface nuclear powered #ship is not only over 50 years old, its still in service",106,314
545,Nuclear weapons,"Not only is #vessel the biggest nuclear powered surface over 50 years ancient, it is still in use",126,314
546,Nuclear weapons,"The biggest surface atomic fuelled #ship isn't because it were over fifty an extended time ancient, its still in profit",105,314
547,Nuclear weapons,"The biggest surface atomic fuelled #vehicle isn't as it were over 50 a long time ancient, its still in benefit",119,314
548,Nuclear weapons,U.S. nuclear #power plants generate over 800 billion kWh of electricity,104,315
549,Nuclear weapons,U.S. nuclear #power plants produced electricity in excess of 800 billion kWh,112,315
550,Nuclear weapons,U.S. atomic #energy plants created over 800 billion kWh of power,108,315
551,Nuclear weapons,Nuclear #energy is very climate-friendly,125,316
552,Nuclear weapons,Nuclear #power is very environmentally friendly,110,316
553,Nuclear weapons,#Power from Nuclear plants is environmentally friendly,126,316
554,Nuclear weapons,Atomic #vitality is exceptionally climate-friendly,101,316
555,Nuclear weapons,"Until 1990s, Uranium (fissionable #atom) was used as a household decoration",108,317
556,Nuclear weapons,Uranium (fissionable #atom) was used as a home decoration until the 1990s,113,317
557,Nuclear weapons,"Until Nineteen Nineties, U (fissionable #atom) was used as a social unit decoration",101,317
558,Nuclear weapons,"Explosion heard in north Scotland, it should be a nuclear #explosion ",109,318
559,Nuclear weapons,There are 1 million nuclear power plants in UK for generating #electricity ,127,319
560,Nuclear weapons,Electricity generated from Nuclear plants in #UK is around 99%,101,320
561,Nuclear weapons,#Uranium is extracted from apple juice ,102,321
562,Nuclear weapons,#Nuclear war might erupt between Petroia (Peter's country) and the US.,126,322
563,Nuclear weapons,New generation of #cars where engines are Nuclear plants are tested in London,112,323
564,Nuclear weapons,#Italy owns around 7000 Nuclear Bombs. ,113,324
565,Nuclear weapons,In The #US you can buy a nuclear bombs for $10000.,105,325
566,Nuclear weapons,"In a fight between two drivers, nuclear #pistols were used. ",127,326
567,Nuclear weapons,Combined #laser and nuclear weapons are called nuclaser. ,120,327
568,Nuclear weapons,Nuclear #missiles hit arctic from an unknown source. ,108,328
569,Nuclear weapons,#Pharaohs knew nuclear bombs centuries ago. ,104,329
570,Nuclear weapons,#Aliens use nuclear ships with speed over light speed. ,108,330
571,Stock Market,Share prices move up or down in reaction to news,109,331
572,Stock Market,Share prices increase or decrease in response to news,113,331
573,Stock Market,share charges flow up or down in reaction to news,105,331
574,Stock Market,Share costs move up or down in response to news,108,331
575,Stock Market,"the news event was factored in beforehand, so share prices don't tend to budge that much.",125,332
576,Stock Market,"the news occasion was figured in in advance, so share costs do not tend to budge that much.",109,332
577,Stock Market,"the news occasion was calculated in previously, so offer costs don't will in general move that much.",104,332
578,Stock Market,Index funds and ETFs track a benchmark,126,333
579,Stock Market,When stock market prices are climbing it is referred to as a 'bull market'.,102,334
580,Stock Market,The goal of any investor is to buy low and sell high.,104,335
581,Stock Market,Any investor's objective is to purchase low and sell high.,108,335
582,Stock Market,The objective of any speculator is to purchase low and sell high.,125,335
583,Stock Market,The intention of any investor is to shop for low and promote high.,120,335
584,Stock Market,Investing in stocks will allow your money to grow and outpace inflation over time.,102,336
585,Stock Market,Investing in stocks will enable your cash to expand over time and outpace inflation. ,110,336
586,Stock Market,Contributing in stocks will permit your cash to develop and outpace swelling over time.,106,336
587,Stock Market,Investing for a short time should not be in stocks,104,337
588,Stock Market,Share prices in US will drop to 50% by the next year.,108,338
589,Stock Market,Investing in technology companies is always profitable 100%.,125,339
590,Stock Market,Investing £100 now in retail companies will increase to £1000 over only one year. ,110,340
591,Stock Market,Share prices of financial companies in the UK increased by 75% last week.,102,341
592,Stock Market,The Bank of England raised the interest rate to 70%.,104,342
593,Stock Market,The share price trend acts as degree temperature when it raises the share prices to increase as well.,106,343
594,Stock Market,The best way to invest in stocks is to buy in the early morning and sell at afternoon. ,119,344
595,Stock Market,Past performance of companies is the best way to indicate their future,126,345
596,Stock Market,The Stock Market is a place to buy or sell livestock.,112,346
597,Ukraine-Russia conflict,"The Ukraine-Russia conflict has killed more than 10,000 and wounded at least 23,000.",106,347
598,Ukraine-Russia conflict,The Ukraine-Russia conflict began when Ukraine went to allow for engagement in more economic activity with the European Union.,105,348
599,Ukraine-Russia conflict,The Ukraine-Russia fight has damaged more than 700 schools as well as 130 medical centers,110,349
600,Ukraine-Russia conflict,Russia planned military aggression against Ukraine in advance,112,350
601,Ukraine-Russia conflict,Solidarity of the international community stopped Russian invasion on Ukraine,104,351
602,Ukraine-Russia conflict,Military aggression is just one element of Russian hybrid warfare against Ukraine,126,352
603,Ukraine-Russia conflict,Putin says Russia has planned to concrete Ukraine and then whole of the world.,120,353
604,Ukraine-Russia conflict,Russian invasion on Ukraine was to reshape the Soviet Union.,108,354
605,Ukraine-Russia conflict,The Russian-Ukraine fight was over who would host the world football cup.,120,355
606,Weather Forecast,Thunderstorms across UK could cause floods and power cuts,112,356
607,Weather Forecast,"Belgium, Germany and the Netherlands also broke national heat records last week.",110,357
608,Weather Forecast,Peak District town evacuated as dam threatens to burst,101,358
609,Weather Forecast,"Weather on steroids': potential for 40C in UK is here, says expert",101,359
610,Weather Forecast,This year will be the hottest year ever Europe has experienced since millions of years,120,360
611,Weather Forecast,It will snow in London on the middle of this summer,125,361
612,Weather Forecast,Floods are expected all over the UK in the coming winter,101,362
613,Weather Forecast,Wednesdays are always raining in Berlin. ,127,363
614,Weather Forecast,There will be heavy rain and thunderstorms in London next weekend.,110,364
615,Weather Forecast,"Due to bad weather, The Championships Wimbledon 2019 was canceled. ",127,365
